"id","name","latitude","longitude"
"nO_SzJ9FPz6zRUL9Wimvv","ARCHWOOD ST AT QUAKERTOWN AV","34.19201527816329","-118.5666097399715"
"cIEIkhVTjmvC7L5l4W8WE","WHITSETT  AV  AT  VANOWEN  ST","34.193946117385806","-118.405261818118"
"ZAffNbkR9tMENaaaFXLOx","ROSCOE  BL  AT  TRUESDALE  ST","34.221666441927674","-118.42511861420736"
"l3ub-TjsWJpyKUc0jT_37","BABCOCK AV AT CREWE ST","34.196724316209384","-118.40734764871263"
"-fpK-mdeRplZCMyMd8DYF","INGOMAR  ST  AT  SADRING  AV","34.21185631891993","-118.6365454977805"
"N-Ox299li2Dxhl2sBBJB8","HAYVENHURST AV  N/O  CALNEVA  DR","34.13767663138477","-118.49704041397314"
"p0-_PA_zDFuM_1y72ZUR4","GOWER  ST  AT  FRANKLIN  AV","34.10525071585781","-118.32241118162558"
"-9e1GfAI1iwbw0h0YdycZ","VENTURA  BL  AT  CANOGA  AV","34.167844368962996","-118.59743984614505"
"RUE_UVrNPFlnp22lSoSW9","MAURY  AV  AT  EILAT  ST","34.17860294900136","-118.66097168741048"
"qN2dq6ryUHt3NyJhnVT6x","BELLE PORTE AV AT ANAHEIM ST","33.78601042217766","-118.30202781853411"
"iTkVdrrRKxkbRutl0RjXn","ARLINGTON AV AT 37th PL","34.021866312200636","-118.31765630397881"
"qkSw7rrQbOTSbxWCOjf0E","41ST  ST  AT  WADSWORTH  AV","34.00922151245772","-118.26115157105225"
"XyeqH0AZuobPetpVrrKch","RIDGEMOOR  DR  S/O  VENTURA  BL","34.13852572458418","-118.3806105546646"
"9e2ZTu5py6U1XmuxwFpNV","VERMONT AV  AT  CENTURY  BL","33.945496257371914","-118.29163668025836"
"zN_ujRTz9w4Iw8wDy2d2o","PARTHENIA ST AT BALBOA BL","34.22850506691346","-118.50261250618905"
"ltfn5_0QZM1diszkQcD1J","ARBOR PL AT HOOVER ST","33.92173861150501","-118.28602719056045"
"i6L6quHGPlBuY82adLtXT","BURBANK  BL  AT  LOUISE  AV","34.172247282014375","-118.50758123916528"
"FcmcSQPkJsQjlSPXJgUB-","COHASSET ST W/O NOBLE AV","34.20663969871408","-118.46184311517094"
"PrB_Pj2JgRn43742wCoAe","ROSCOE  BL  AT  WHEATLAND  AV","34.22184504172053","-118.35953911460889"
